pais,tipo_inmueble,dormitorios,ventanas,habitantes_mayores,habitantes_menores,aire_acondicionado,calefaccion_electrica,agua_caliente_electrica,secarropas_electrico,horno_electrico,refrigerador,freezer,tv,tv_frecuencia,lavado_frecuencia,cantidad_equipos,uso_horario_pico,horas_alto_consumo,tarifa_kwh,consumo_kwh
PA,Departamento,5,12,8,6,1,0,1,0,0,1,0,2,15.871640327342263,3.657703167834863,5,1,8.4,0.17,696.0
JM,Casa,1,3,3,0,1,0,1,1,1,1,0,2,34.889861572958765,3.1166281707073167,7,1,8.4,0.35,540.0
BO,Departamento,3,3,4,1,1,1,1,0,1,1,0,2,7.140902788893815,2.966662691059934,7,1,11.7,0.6,669.2
ES,Casa,3,4,3,0,1,1,0,0,0,1,0,2,22.723341214010468,2.9715421866492524,5,1,7.7,0.27,427.4
EC,Casa,3,10,1,0,1,0,0,0,0,1,1,1,19.600028103696175,2.3700231605978974,4,0,4.4,0.1,249.2
JM,Departamento,3,7,2,2,0,0,1,1,0,1,0,1,28.967876027269497,3.9248744458861067,4,0,4.0,0.35,375.9
PY,Casa pareada,2,5,4,0,0,1,0,0,1,1,0,1,9.317728436188741,3.3804555728716097,4,1,3.3,185.0,353.8
JM,Departamento,3,7,5,1,0,1,1,0,0,1,0,1,29.107280780043293,2.86774411114891,4,1,7.3,0.35,554.9
UY,Casa,3,10,4,0,1,0,0,1,0,1,0,2,31.16485369737188,4.880151715188889,5,1,4.4,8.5,364.3
JM,Casa pareada,2,3,2,0,0,0,0,0,0,1,0,2,22.062908406769456,1.8687632786287116,3,0,0.0,0.35,124.2
SV,Otro,2,7,2,0,1,1,1,0,1,1,0,3,15.98533369270826,3.000333469296121,8,1,11.7,0.19,609.4
AR,Casa,4,10,1,5,1,1,1,1,0,1,1,3,27.59174688079765,3.677902232925792,9,1,11.7,85.0,726.6
CL,Casa,4,8,1,2,0,1,0,1,0,1,0,2,18.783767099013055,0.2313001493692246,5,1,3.3,150.0,302.9
CR,Departamento,4,11,5,1,0,0,0,0,0,1,0,1,19.487551919635028,3.595478006398568,2,0,0.0,145.0,225.4
US,Departamento,2,6,6,1,0,1,1,1,0,1,0,1,25.765706656608327,3.455765440169773,5,1,7.3,0.16,626.0
CL,Departamento,1,3,4,0,0,0,1,0,1,1,0,2,28.147894092543744,4.92374559260163,5,0,4.0,150.0,412.5
MX,Casa,1,4,1,0,0,0,1,1,0,1,0,0,0.0,0.6902342022734231,3,0,4.0,1.2,289.0
PY,Casa,1,1,2,0,0,0,1,1,1,1,0,1,21.557027302391294,4.3766175178379125,5,0,4.0,185.0,374.8
BO,Departamento,2,3,2,0,1,1,0,0,0,1,0,1,21.41565505586169,2.952499504336237,4,1,7.7,0.6,386.4
PR,Casa,4,8,6,1,0,0,0,0,0,1,0,3,10.903720059592017,5.331615542570049,4,0,0.0,0.22,269.9
VE,Departamento,3,10,3,0,1,1,1,0,0,1,0,2,20.16110889157624,2.9092152324754803,6,1,11.7,0.01,604.9
CR,Casa,4,10,5,1,1,0,0,0,0,1,0,2,29.573815707063208,3.089926723791758,4,1,4.4,145.0,360.2
PA,Departamento,5,8,1,1,0,0,0,0,1,1,0,2,26.88898059965647,3.215495223660702,4,0,0.0,0.17,149.1
CO,Departamento,3,5,3,0,0,0,1,0,1,1,0,2,17.068139555924805,1.6184572836681599,5,0,4.0,820.0,358.9
VE,Departamento,3,7,2,2,0,0,1,0,0,1,0,3,18.967144995767434,2.8132866589418413,5,0,4.0,0.01,344.4
GT,Casa pareada,1,1,1,0,1,1,1,1,1,1,0,2,28.95512684055381,3.2089624417908684,8,0,11.7,1.7,623.8
MX,Casa,3,9,4,1,1,0,0,0,0,1,0,2,21.568356076242996,3.5667536856934405,4,1,4.4,1.2,325.4
PE,Departamento,4,8,5,2,1,1,1,1,0,1,0,1,24.88444599223402,1.2367391084274,6,1,11.7,0.62,720.5
EC,Departamento,5,12,3,0,0,1,0,0,0,1,1,2,27.931988705190246,1.6646693331807565,5,1,3.3,0.1,351.4
PE,Departamento,3,6,1,3,1,0,1,0,1,1,0,3,23.710763703583467,3.8833623811619162,7,1,8.4,0.62,489.5
PA,Departamento,2,6,2,0,0,0,0,1,0,1,0,1,36.34427904612301,0.0,3,0,0.0,0.17,152.2
CO,Casa,2,3,1,0,0,1,0,0,0,1,0,3,21.058968373694103,2.463811208114369,5,0,3.3,820.0,254.0
SV,Casa,4,13,6,1,1,0,0,0,0,1,0,1,26.23163497006695,2.9443209994906443,3,1,4.4,0.19,374.9
BO,Casa móvil,2,5,6,2,0,1,0,1,0,1,0,4,23.197095424228486,2.0525070117493236,7,1,3.3,0.6,485.6
PE,Casa,0,2,1,0,1,0,0,0,0,1,0,2,27.510421004504362,2.3997410165527255,4,0,4.4,0.62,220.4
NI,Departamento,2,7,6,0,0,1,0,0,0,1,0,1,18.43716170357774,2.7849072756356694,3,1,3.3,7.5,385.0
CR,Departamento,2,6,1,0,1,1,0,0,0,1,0,1,23.33749816455677,2.6138038128485204,4,0,7.7,145.0,355.7
CR,Casa,3,7,2,2,0,1,1,0,1,1,1,2,24.47422407035767,3.470604780840067,7,1,7.3,145.0,566.3
HT,Casa,1,1,1,0,0,0,1,0,0,1,0,2,7.2929107806574756,2.233016423353027,4,0,4.0,0.14,263.2
US,Casa,2,6,5,0,0,0,1,0,0,1,0,2,19.663070391812703,5.348017345835519,4,0,4.0,0.16,407.1
CO,Departamento,2,8,1,0,0,0,0,0,0,1,1,3,22.37838612420403,5.599890931932764,5,0,0.0,820.0,165.3
HT,Casa,4,9,2,0,1,0,0,1,1,1,0,2,24.5528127100632,4.444627137170932,6,1,4.4,0.14,326.9
VE,Casa pareada,2,7,1,0,0,1,1,0,1,1,0,4,4.988671803119228,1.5370405021402958,8,0,7.3,0.01,442.5
BO,Casa,3,4,1,1,1,0,0,0,1,1,0,0,0.0,3.933333729225198,3,1,4.4,0.6,247.3
ES,Casa pareada,4,9,5,1,0,1,1,1,0,1,0,1,2.9561258274316558,2.212020940262251,5,1,7.3,0.27,581.0
AR,Casa pareada,3,8,3,1,1,0,1,0,0,1,1,1,3.397693853052992,3.9879663236558214,5,1,8.4,85.0,504.3
JM,Casa,3,10,4,2,1,1,1,0,1,1,0,1,18.467023862248126,4.982566831530114,6,1,11.7,0.35,693.9
BO,Departamento,2,5,3,0,0,0,0,0,1,1,0,1,17.054915033982027,2.321700087123731,3,0,0.0,0.6,174.0
BR,Otro,0,1,1,0,0,1,0,1,0,1,0,4,25.18839297423519,1.7992959851805568,7,0,3.3,0.75,307.9
BO,Casa,2,3,4,0,0,1,1,0,1,1,0,2,13.238179786295468,3.142553589950094,6,1,7.3,0.6,540.7
US,Departamento,2,4,4,0,1,1,0,0,1,1,0,2,25.545664432075988,0.8463477772662538,6,1,7.7,0.16,480.7
CL,Casa,3,6,5,1,0,1,1,0,0,1,1,2,9.490909436425232,3.178693083667206,6,1,7.3,150.0,597.2
PR,Casa,2,1,1,2,1,0,0,0,0,1,1,1,39.06618770724657,3.3526526018582445,4,1,4.4,0.22,291.7
PR,Casa,0,2,1,0,0,1,1,0,0,1,0,2,0.2683160422738986,3.5237754026648727,5,0,7.3,0.22,411.3
MX,Casa,4,11,3,2,0,0,0,0,1,1,0,2,21.312958885771685,2.434720348679515,4,0,0.0,1.2,216.1
NI,Casa,2,2,2,0,0,1,1,0,0,1,0,2,27.270978277516377,4.347185487581573,5,1,7.3,7.5,467.7
CL,Casa,2,5,7,2,0,0,1,0,1,1,0,0,0.0,3.8552804293263723,3,0,4.0,150.0,502.6
HT,Casa,3,8,4,1,0,1,1,1,0,1,0,3,15.388544291492327,1.1858099979905208,7,1,7.3,0.14,566.4
JM,Departamento,4,8,4,0,0,1,0,1,1,1,0,2,8.95391389162182,4.671164312651971,6,1,3.3,0.35,403.7
VE,Casa,5,8,3,0,0,0,0,0,0,1,0,1,13.46967526212891,0.0,2,0,0.0,0.01,132.4
CL,Departamento,2,3,4,1,0,0,0,1,0,1,0,1,12.470668074970805,6.992264427199545,3,0,0.0,150.0,247.1
US,Casa,5,11,6,1,0,1,0,1,0,1,0,2,27.226430604933178,4.487295632363828,5,1,3.3,0.16,463.3
BR,Casa,1,2,1,0,0,1,0,0,1,1,0,2,13.331099059414798,3.793002670304154,5,0,3.3,0.75,273.6
GT,Departamento,4,12,8,0,0,1,1,1,0,1,0,2,16.79780392574505,5.619660702964309,6,1,7.3,1.7,684.3
ES,Casa,4,8,5,0,1,0,0,1,0,0,1,1,21.88461951484803,0.7330343052957549,4,1,4.4,0.27,367.2
NI,Casa,2,8,1,1,1,0,0,1,0,1,0,4,37.17845765136789,2.9278839098776324,7,1,4.4,7.5,319.0
HN,Casa,3,7,3,2,0,0,1,0,0,1,0,2,44.46102076296576,2.9385695594888968,4,0,4.0,3.5,387.8
AR,Casa,3,8,1,1,0,1,0,0,1,1,0,1,23.206718004056178,3.7467775102036307,4,1,3.3,85.0,286.2
CU,Casa,5,11,8,2,1,1,1,0,0,1,0,3,26.663654360120304,4.53891288551355,7,1,11.7,0.09,809.4
PE,Otro,1,2,2,0,1,0,0,0,0,1,1,2,37.65104160590528,1.428753376466417,5,1,4.4,0.62,299.5
PE,Casa,1,1,2,0,0,0,1,0,0,1,0,1,0.9543885506653424,3.5782021332711116,3,0,4.0,0.62,292.5
JM,Casa pareada,3,6,1,0,1,0,0,0,0,1,0,2,29.328883581451365,2.696042295962479,4,0,4.4,0.35,223.3
CU,Otro,4,11,2,2,0,0,1,1,0,1,1,1,29.995068453141215,5.252501682819963,5,0,4.0,0.09,426.7
HT,Casa,4,8,2,2,1,0,0,0,0,1,1,3,34.292325248562996,1.5017319752921272,6,1,4.4,0.14,342.3
CO,Otro,1,3,1,0,0,0,0,1,1,1,0,2,20.82143221291945,1.9817611261684673,5,0,0.0,820.0,163.8
US,Departamento,2,7,1,1,0,1,0,0,1,1,0,2,20.52226059744707,3.15414526799227,5,1,3.3,0.16,292.0
NI,Departamento,3,8,1,1,1,0,0,0,0,1,0,2,10.364714721831675,5.328182320848743,4,1,4.4,7.5,233.5
GT,Departamento,2,8,3,0,0,1,0,1,1,1,0,1,25.49534350628782,2.3008308511594775,5,1,3.3,1.7,366.1
BR,Casa,1,3,1,0,1,0,0,0,0,1,0,3,24.056240037619176,3.893785578627565,5,0,4.4,0.75,234.9
PE,Casa,3,8,3,2,0,1,1,0,1,1,0,1,25.674811638447057,1.7955516407127934,5,1,7.3,0.62,533.9
US,Departamento,3,3,4,1,0,1,1,1,0,1,0,3,11.114028672032942,2.027368635330082,7,1,7.3,0.16,564.6
PY,Casa,1,2,1,0,1,0,0,0,0,1,0,1,3.5089438207315347,3.2076353519647887,3,0,4.4,185.0,201.3
NI,Casa,2,6,2,0,0,0,1,1,1,1,0,1,5.829110820113195,3.2564866153875753,5,0,4.0,7.5,363.3
EC,Casa,3,8,1,0,0,0,0,0,0,1,0,1,31.061496481152922,2.504219011577885,2,0,0.0,0.1,90.6
JM,Departamento,2,6,4,1,0,0,0,0,0,0,0,1,9.820545661799622,3.054165234332566,1,0,0.0,0.35,153.0
UY,Casa,0,4,1,0,1,0,0,0,1,1,0,3,18.518992546016023,3.8281791341514086,6,0,4.4,8.5,257.6
JM,Casa,3,8,3,0,1,1,0,1,1,1,1,2,19.31198229847724,2.4578734738830157,8,1,7.7,0.35,537.0
US,Casa,3,9,5,1,1,1,0,0,1,1,0,3,2.729106091566777,3.1116770012348844,7,1,7.7,0.16,518.0
EC,Casa,2,5,1,1,0,0,0,0,1,1,0,1,23.98357369604236,3.2202196301017665,3,0,0.0,0.1,135.8
BR,Otro,3,5,4,3,0,0,1,1,0,0,0,4,22.31628712728101,2.4665306815765184,6,0,4.0,0.75,436.4
CU,Departamento,3,9,5,0,1,1,1,0,1,1,0,1,11.680804988104384,3.1101964490471685,6,1,11.7,0.09,683.0
DO,Casa pareada,3,8,2,0,0,0,1,0,0,1,0,1,23.30039934441335,1.5862804444922531,3,0,4.0,12.5,293.4
BR,Casa,2,4,1,0,1,0,1,0,1,1,0,1,28.143209444252648,3.2835982960009824,5,0,8.4,0.75,422.2
HT,Casa,4,9,3,0,0,0,0,0,0,1,0,2,8.556756746512487,2.993069371990012,3,0,0.0,0.14,147.5
CL,Casa,3,9,6,2,0,0,1,0,0,1,0,2,26.37089010577277,4.356607176443037,4,0,4.0,150.0,468.5
BO,Departamento,2,7,1,0,0,0,1,0,1,1,1,3,38.475653485417254,3.7321908283085166,7,0,4.0,0.6,387.9
CU,Otro,3,1,2,0,0,1,0,1,0,1,1,1,22.827627257530256,5.774593241848434,5,1,3.3,0.09,364.4
PR,Departamento,2,7,3,0,1,0,0,0,0,1,0,4,15.384323516455764,3.4826375187381715,6,1,4.4,0.22,289.3
NI,Casa móvil,2,5,1,0,1,1,0,1,1,1,1,1,5.3981889631656905,4.303349565034972,7,0,7.7,7.5,470.1
PE,Casa,2,7,2,0,0,0,1,0,1,1,0,2,30.693485294074357,3.8595070417396675,5,0,4.0,0.62,350.1
SV,Casa,2,6,4,0,0,1,1,0,1,1,0,2,22.494126246346312,2.8906559923089037,6,1,7.3,0.19,547.5
PY,Departamento,5,8,4,1,0,0,0,0,0,1,0,2,13.869082504802986,6.4753098326551335,3,0,0.0,185.0,212.0
HT,Casa,1,1,1,0,0,0,0,0,0,1,0,3,14.10151849808938,3.9385801521539525,4,0,0.0,0.14,103.0
PY,Departamento,4,13,4,1,1,0,1,0,0,1,0,1,6.878836052523333,0.0,4,1,8.4,185.0,474.0
PA,Departamento,3,9,4,2,0,0,0,0,1,1,0,2,18.335414911527725,2.970476300909286,4,0,0.0,0.17,245.8
CR,Casa,3,8,4,1,0,0,1,0,1,1,0,1,14.839761459054964,4.625479541461566,4,0,4.0,145.0,407.9
EC,Casa,2,2,2,0,1,0,0,0,1,1,0,4,13.96248478237313,2.351846831349508,7,1,4.4,0.1,282.1
PE,Departamento,4,10,4,2,0,0,1,1,0,1,0,2,8.651875016134664,2.2252598544767785,5,0,4.0,0.62,424.4
CU,Casa,4,10,1,3,0,0,0,1,1,1,0,2,36.77958581454647,5.696115090579335,5,0,0.0,0.09,238.2
EC,Casa,2,5,5,0,0,1,1,0,1,0,1,3,22.974609850565123,1.818306365653894,7,1,7.3,0.1,592.4
CR,Departamento,2,4,2,0,0,0,1,0,1,1,0,4,32.92981539111311,1.4927978038276728,7,0,4.0,145.0,371.3
MX,Departamento,5,10,8,3,0,1,0,0,1,1,0,4,15.515986339173978,6.093472528118938,7,1,3.3,1.2,554.9
DO,Casa,4,11,4,4,0,0,0,1,0,1,0,4,15.098885533511679,3.966548412513899,6,0,0.0,12.5,301.6
UY,Casa,4,10,1,1,0,0,0,1,0,1,0,3,25.27276845415764,3.0036786866525964,5,0,0.0,8.5,168.3
CO,Casa,2,8,2,0,0,0,0,1,1,1,0,2,0.0,5.232168675793158,5,0,0.0,820.0,188.6
PA,Casa,1,1,1,0,0,0,0,1,0,1,0,2,0.0,3.514044217001211,4,0,0.0,0.17,121.1
EC,Casa,1,4,4,0,1,0,0,0,1,1,0,3,32.82627994749329,1.7767147351574613,6,1,4.4,0.1,357.0
PE,Departamento,3,6,2,1,0,0,0,1,0,1,0,0,0.0,3.4836917431144494,2,0,0.0,0.62,166.0
UY,Departamento,1,3,1,0,0,1,0,0,1,1,1,3,14.28581053513231,3.2337314854708836,7,0,3.3,8.5,323.4
BO,Departamento,1,2,1,0,1,1,1,0,0,0,0,3,0.0,3.513192319247375,6,0,11.7,0.6,492.9
ES,Casa,1,6,2,0,1,0,0,0,0,1,0,3,17.86988705498861,2.4302422099156527,5,1,4.4,0.27,250.7
CO,Departamento,3,6,1,0,1,1,1,0,1,1,0,0,0.0,5.540681205015803,5,0,11.7,820.0,567.7
PR,Casa,2,6,1,0,1,0,1,0,1,1,0,2,33.65217339833981,1.0129090643242944,6,0,8.4,0.22,429.8
ES,Casa,2,5,3,0,0,0,1,0,0,1,0,3,33.82458643463325,1.6168454065947975,5,0,4.0,0.27,358.1
ES,Casa,2,6,2,1,1,0,1,1,0,1,0,1,31.26869594034611,2.734078303985276,5,1,8.4,0.27,476.2
DO,Casa,3,7,3,0,1,0,0,0,1,1,1,1,14.366866508342774,6.815340901570275,5,1,4.4,12.5,356.1
VE,Casa,1,4,1,0,0,1,1,1,0,1,0,3,33.3625387638148,3.373787201622685,7,0,7.3,0.01,493.7
DO,Departamento,2,9,2,0,1,0,0,1,0,1,0,2,31.06959380828232,0.0,5,1,4.4,12.5,283.3
PA,Casa,4,12,5,3,0,0,1,0,0,1,0,4,16.828070807866553,5.074166267467906,6,0,4.0,0.17,464.2
PY,Departamento,2,8,3,1,0,0,1,0,1,1,0,1,29.779617227766714,5.145161916684707,4,0,4.0,185.0,386.5
PR,Departamento,2,5,1,0,1,1,0,0,0,1,0,0,0.0,4.276822199064237,3,0,7.7,0.22,352.2
BR,Departamento,2,3,3,0,1,0,0,1,0,1,1,2,14.287123092411939,2.3298709069186105,6,1,4.4,0.75,353.6
EC,Otro,3,8,1,0,1,0,1,0,0,1,0,1,8.060667401555522,0.14594455073692814,4,0,8.4,0.1,370.2
GT,Departamento,2,5,4,2,0,1,0,0,1,1,0,4,29.09833584673663,5.079061001561826,7,1,3.3,1.7,438.6
GT,Departamento,3,6,5,2,0,0,1,0,0,1,1,1,14.780862292739346,4.551429112885289,4,0,4.0,1.7,467.1
GT,Casa,3,6,4,0,1,1,1,0,0,1,0,1,28.58700150317221,0.831323766636971,5,1,11.7,1.7,620.3
CU,Departamento,2,7,3,0,0,1,1,0,0,1,0,2,13.49105995899065,1.4860255456856157,5,1,7.3,0.09,473.8
US,Casa,2,3,1,0,0,1,1,1,0,1,0,0,0.0,3.6884979716984265,4,0,7.3,0.16,450.4
CU,Casa,4,11,4,3,0,0,1,0,0,1,0,1,16.074556918811624,7.35548196219065,3,0,4.0,0.09,418.5
PR,Casa,1,1,1,0,1,0,0,1,0,1,0,4,11.651952214921822,1.9271373178528455,7,0,4.4,0.22,256.4
SV,Casa,3,6,2,1,1,1,0,1,1,1,0,3,13.947307483676585,1.8725120110911306,8,1,7.7,0.19,477.0
PA,Casa,0,5,2,0,0,0,0,0,0,1,0,1,22.65882584598961,2.656335485256575,2,0,0.0,0.17,117.7
HN,Casa,5,15,3,0,1,0,1,1,1,1,0,1,21.092571117709735,4.665076762232486,6,1,8.4,3.5,525.2
CR,Casa,3,5,4,1,0,0,1,0,1,1,0,2,15.189893415973168,4.381388219172207,5,0,4.0,145.0,414.2
DO,Casa,2,7,2,0,0,0,0,1,0,1,0,1,7.443745010547671,5.345657688917512,3,0,0.0,12.5,162.9
SV,Casa pareada,4,9,1,1,0,0,0,0,0,1,0,2,10.79454849508261,2.838621389071035,3,0,0.0,0.19,103.8
PE,Otro,3,10,5,1,0,1,1,1,0,1,0,3,9.18963344958649,3.1022803871390225,7,1,7.3,0.62,596.7
VE,Departamento,1,1,1,0,0,1,0,1,1,1,0,2,29.43635973426779,1.022723790582309,6,0,3.3,0.01,315.5
AR,Casa pareada,0,1,1,0,0,1,0,0,0,1,0,1,24.106969029499073,3.6410619723365794,3,0,3.3,85.0,241.1
MX,Casa,3,9,1,1,0,0,0,1,1,1,0,1,11.314906384830184,2.18449690174259,4,0,0.0,1.2,166.0
PE,Casa,2,6,3,1,0,0,0,1,1,1,0,2,16.899662158988647,2.4984973951878815,5,0,0.0,0.62,237.7
CU,Casa,2,2,4,0,1,1,0,1,1,1,0,2,35.21634796836283,2.9955634822330555,7,1,7.7,0.09,538.2
PA,Departamento,0,1,1,0,0,0,0,0,1,1,1,2,9.45555522649407,2.4810043576498924,5,0,0.0,0.17,160.8
GT,Casa,3,7,1,1,0,0,0,0,0,1,0,3,15.419318518889813,3.973085560747885,4,0,0.0,1.7,119.8
BO,Casa pareada,3,8,4,2,0,1,0,1,0,1,1,2,7.99891167381362,1.3086281960042654,6,1,3.3,0.6,433.1
ES,Departamento,4,12,4,1,1,0,0,1,0,1,0,1,2.917295726413606,0.853924290300272,4,1,4.4,0.27,336.1
HN,Casa pareada,2,5,1,0,0,0,0,0,1,1,0,2,11.593066367505783,3.2431549049142023,4,0,0.0,3.5,121.3
NI,Casa,3,9,5,1,0,0,1,0,1,1,0,4,33.10125442669088,2.6695878118201777,7,0,4.0,7.5,481.6
SV,Casa,2,6,3,0,0,0,0,0,1,1,0,1,13.49024494301402,6.102015054883293,3,0,0.0,0.19,188.7
GT,Casa,2,7,3,1,0,0,1,1,1,1,1,1,31.373533938096863,4.363759402546413,6,0,4.0,1.7,468.5
JM,Otro,5,12,9,3,0,0,1,1,1,1,1,1,19.615972843630836,1.660169764814793,6,0,4.0,0.35,662.0
HN,Casa,3,10,1,1,0,1,1,0,1,1,0,2,0.0,1.50624401184315,6,1,7.3,3.5,446.1
EC,Casa,2,4,1,0,0,0,1,1,0,1,0,1,12.222652765324545,2.4831616637564995,4,0,4.0,0.1,302.6
PE,Casa,2,8,2,0,0,0,0,0,0,1,0,2,15.114136280923063,3.2777821640179488,3,0,0.0,0.62,124.3
CL,Casa,3,6,3,1,1,1,0,1,1,1,0,1,28.265878605415743,4.906132244764255,6,1,7.7,150.0,512.8
HN,Casa,2,6,4,1,1,0,0,0,0,1,0,2,19.21580892427579,2.524025309660785,4,1,4.4,3.5,319.0
SV,Casa,3,11,1,1,0,0,0,0,1,1,0,2,29.869680807271372,3.9169171648645738,4,0,0.0,0.19,154.7
UY,Casa pareada,2,7,1,0,0,1,0,0,0,1,0,0,0.0,4.953391911854176,2,0,3.3,8.5,235.7
GT,Departamento,0,4,1,0,0,0,1,1,0,1,0,2,19.51570207798917,2.7120693313868682,5,0,4.0,1.7,315.7
CR,Casa,0,1,1,0,0,0,1,0,1,1,0,2,4.50761260655214,0.3419179080829773,5,0,4.0,145.0,282.8
HN,Casa,2,4,3,0,1,0,0,0,1,1,0,2,32.71576833733596,4.2220325411251665,5,1,4.4,3.5,322.8
EC,Casa,0,4,1,0,0,1,0,0,1,1,0,2,14.302071904250006,3.205701711332253,5,0,3.3,0.1,271.9
BR,Casa,4,7,2,1,0,0,1,0,0,1,0,2,9.370233447064809,1.1040231931875848,4,0,4.0,0.75,305.1
HT,Casa,0,1,1,0,0,0,1,0,1,1,0,2,15.51605341734303,4.130151183840472,5,0,4.0,0.14,308.4
CU,Casa,4,10,1,0,0,0,0,0,0,1,0,3,36.53208823417507,1.3663936893452622,4,0,0.0,0.09,120.5
DO,Casa,2,5,1,1,1,0,0,0,1,1,0,2,14.606851135891105,1.9771084311732137,5,1,4.4,12.5,252.8
CR,Casa,2,3,1,0,1,0,1,0,0,1,1,1,20.387693766067176,4.052372873186478,5,0,8.4,145.0,436.8
US,Casa,3,7,2,0,0,0,1,0,1,1,0,3,11.770602928740209,2.951402511548707,6,0,4.0,0.16,335.9
DO,Departamento,3,14,3,1,1,1,1,0,0,1,0,3,18.53548094811133,2.9209540803658713,7,1,11.7,12.5,627.2
GT,Departamento,2,4,2,2,0,0,0,0,1,1,0,1,28.291876204060152,2.3033616067153124,3,0,0.0,1.7,178.7
CL,Departamento,2,7,1,0,0,0,1,0,0,1,0,4,22.327749917565896,2.113769659046363,6,0,4.0,150.0,295.8
BO,Departamento,2,8,2,0,0,0,1,0,1,1,0,1,16.66700239899455,5.208359642813104,4,0,4.0,0.6,336.2
EC,Casa pareada,1,6,1,0,0,0,1,1,0,1,0,1,18.81863525199899,0.6137365477048315,4,0,4.0,0.1,297.4
US,Departamento,2,4,3,1,1,0,0,0,0,1,0,1,18.266674363861405,0.0,3,1,4.4,0.16,268.9
BR,Casa,1,8,4,0,1,0,1,0,1,1,1,1,0.0,3.0536572209819846,6,1,8.4,0.75,543.2
DO,Casa,1,1,6,0,0,0,1,0,1,1,0,3,29.55956871624107,1.9561582622630471,6,0,4.0,12.5,474.3
DO,Casa,2,6,3,1,0,0,0,0,1,1,0,0,0.0,4.326272679365351,2,0,0.0,12.5,189.6
VE,Departamento,2,4,1,0,0,0,1,0,0,1,0,3,22.684401314183646,3.4153738456252616,5,0,4.0,0.01,291.7
ES,Casa,1,1,1,0,1,0,0,0,0,1,0,2,43.435539434626904,3.8229445653342653,4,0,4.4,0.27,240.1
HN,Departamento,3,8,6,1,1,1,1,0,0,1,0,2,22.541724155957766,1.1872138843801503,6,1,11.7,3.5,704.5
EC,Casa,3,5,4,2,1,0,0,0,0,1,1,2,24.300812472346422,2.34158054997706,5,1,4.4,0.1,382.1
GT,Casa,2,7,4,0,1,0,1,1,0,1,1,1,31.848810647934762,2.5421918508262986,6,1,8.4,1.7,565.2
PA,Departamento,4,9,4,2,1,0,0,0,0,1,0,1,20.095514260535996,1.651208836836277,3,1,4.4,0.17,321.7
NI,Departamento,4,15,4,2,0,1,0,0,0,1,0,3,11.24588220651005,4.176791018075244,5,1,3.3,7.5,368.9
CU,Casa,3,8,1,0,0,0,1,0,0,1,0,1,6.279624202569469,2.3388169630057005,3,0,4.0,0.09,259.4
NI,Casa,3,7,1,0,1,0,1,1,0,1,0,3,4.8439027480742425,1.9923345923487172,7,0,8.4,7.5,422.3
BR,Casa,4,7,3,0,1,0,0,0,0,1,0,2,31.671773015444824,5.9219130868394725,4,1,4.4,0.75,299.1
UY,Departamento,1,4,1,0,1,1,0,0,1,1,0,1,17.814099045501624,1.532734794863058,5,0,7.7,8.5,378.8
PE,Departamento,4,8,2,1,1,1,0,0,1,1,0,1,10.263626878577668,2.11245246949857,5,1,7.7,0.62,423.1
BO,Casa pareada,0,1,1,0,1,0,0,0,0,1,0,2,24.507989220987316,1.666267926208593,4,0,4.4,0.6,214.8
CO,Departamento,5,11,4,0,0,1,1,0,0,1,0,2,25.92532632681084,5.534668618865733,5,1,7.3,820.0,531.7
BO,Casa,0,1,1,0,1,0,0,0,0,1,1,1,24.748684426620997,2.864566377251122,4,0,4.4,0.6,253.5
UY,Departamento,2,7,2,0,0,0,1,0,0,1,0,1,15.897690141727264,1.6810467224953258,3,0,4.0,8.5,290.7
HN,Casa,3,5,2,2,1,0,0,1,1,1,0,4,22.78288673841208,2.357180266452844,8,1,4.4,3.5,367.2
CO,Departamento,2,6,1,0,0,0,1,0,0,1,0,1,20.310928596551715,2.305406093380447,3,0,4.0,820.0,265.2
UY,Casa,2,5,2,1,1,0,1,0,0,1,0,1,22.680088522903542,2.36246949185436,4,1,8.4,8.5,430.9
SV,Departamento,4,10,4,2,1,1,1,0,1,1,0,1,0.0,3.140965959641126,6,1,11.7,0.19,677.4
CL,Casa,2,3,3,0,0,0,0,0,0,1,0,4,22.377763463268618,2.9252962132634748,5,0,0.0,150.0,179.4
PA,Departamento,2,8,1,0,0,1,1,0,0,1,0,1,11.735902881877518,5.145593786337235,4,0,7.3,0.17,422.2
BR,Casa,3,5,1,2,0,0,1,0,0,1,0,4,11.686293821443412,4.178895199646603,6,0,4.0,0.75,316.6
PE,Casa pareada,4,8,3,1,0,1,1,1,1,1,1,2,11.409274146694084,1.3664221029600991,8,1,7.3,0.62,601.3
MX,Casa pareada,2,7,3,1,0,0,0,0,0,1,0,4,43.40008908465405,2.7166679872435666,5,0,0.0,1.2,229.2
EC,Casa,2,1,1,0,0,0,1,0,1,1,0,4,35.330576602026355,2.0290230033210466,7,0,4.0,0.1,347.6
CO,Casa móvil,3,6,6,0,0,0,0,0,0,1,0,1,32.33959238670663,2.1007988464508704,2,0,0.0,820.0,239.4
US,Departamento,3,8,3,0,0,1,0,0,0,1,0,2,22.33368023955778,2.886300581919346,4,1,3.3,0.16,307.3
CO,Casa,2,5,2,0,1,0,1,0,0,1,0,2,12.960691992794644,4.179256410947177,5,1,8.4,820.0,425.7
PE,Departamento,1,2,1,0,0,0,0,0,1,1,1,3,15.743242412674979,2.771852036343209,6,0,0.0,0.62,174.8
